991,Opel Astra,122000,5,Diesel,Automatyczna,2025
992,Opel Astra II 1.7 DTI,1000,270000,Diesel,Manualna,2001
993,Opel Astra,108000,4,Benzyna,Automatyczna,2024
994,Opel Astra VI 1.5 CDTI GS S&S,149900,1,Diesel,Automatyczna,2025
995,Opel Astra VI 1.5 CDTI GS S&S,139900,4,Diesel,Automatyczna,2025
996,Opel Astra VI 1.2 T mHEV GS S&S eDTC,116900,1,Hybryda,Automatyczna,2024
997,Opel Astra,151550,1,Diesel,Automatyczna,2025
998,Opel Astra,122000,5,Diesel,Automatyczna,2025
999,Opel Astra,123000,5,Hybryda,Automatyczna,2025
1000,Opel Astra,115700,5,Benzyna,Automatyczna,2025
1001,Opel Astra V 1.4 T GPF Dynamic,49900,92000,Benzyna,Manualna,2017
1002,Opel Astra GTC 1.6 Edition,13000,177000,Benzyna,Manualna,2007
1003,Opel Astra,117900,17821,Hybryda,Automatyczna,2023
1004,Opel Astra V 1.4 T Enjoy S&S,58000,79000,Benzyna,Automatyczna,2019
1005,Opel Astra,4800,261000,Diesel,Manualna,2004
1006,Opel Astra,17950,137000,Benzyna,Manualna,2010
1007,Opel Astra 1.6 D Start/Stop Sports Tourer Innovation,33000,222500,Diesel,Manualna,2016
1008,Opel Astra 1.5 D Start/Stop Automatik Design&Tech,57900,96682,Diesel,Automatyczna,2022
1009,Opel Astra IV 1.4 T Cosmo,26900,160000,Benzyna,Manualna,2011
1010,Opel Astra 1.7 CDTI DPF Sports Tourer,12500,256000,Diesel,Manualna,2012
1011,Opel Astra 1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop Edition,21900,187500,Diesel,Manualna,2016
1012,Opel Astra III 1.4 Enjoy,16000,134500,Benzyna+LPG,Manualna,2009
1013,Opel Astra III GTC 1.4 Enjoy,17500,131450,Benzyna,Manualna,2009
1014,Opel Astra 2.0 CDTI Automatik Style,11900,349036,Diesel,Automatyczna,2013
1015,Opel Astra III 1.9 CDTI,2799,246613,Diesel,Manualna,2005
1016,Opel Astra 1.4,5199,190260,Benzyna,Manualna,2005
1017,Opel Astra 1.4 Turbo Sports Tourer Automatik Exklusiv,31900,111000,Benzyna,Automatyczna,2015
1018,Opel Astra V 1.4 T Elite S&S,46000,108260,Benzyna,Manualna,2016
1019,Opel Astra V 1.4 T Enjoy,42800,147660,Benzyna,Manualna,2018
1020,Opel Astra 1.4 Turbo Sports Tourer Innovation,39900,207391,Benzyna,Manualna,2017
1021,Opel Astra IV 1.4 T Edition 150,23000,171200,Benzyna,Manualna,2012
1022,Opel Astra GTC 1.6,10999,231910,Benzyna,Manualna,2007
1023,Opel Astra V 1.4 T Elite S&S,36900,235841,Benzyna,Manualna,2017
1024,Opel Astra III GTC 1.6 Cosmo,13000,265000,Benzyna+LPG,Manualna,2010
1025,Opel Astra 1.4 Turbo Sport,28900,132000,Benzyna,Manualna,2013
1026,Opel Astra 1.7 CDTI Caravan DPF,15900,270000,Diesel,Manualna,2011
1027,Opel Astra 1.4 Turbo 150 Jahre,24499,176065,Benzyna,Manualna,2012
1028,Opel Astra 1.4 Turbo Automatik Sport,25900,147000,Benzyna,Automatyczna,2011
1029,Opel Astra V 1.4 Enjoy,42900,55000,Benzyna,Manualna,2016
1030,Opel Astra,42900,59000,Benzyna,Manualna,2016
1031,Opel Astra 1.6,8000,216474,Benzyna,Manualna,2006
1032,Opel Astra GTC 1.4 Turbo,34999,160660,Benzyna,Manualna,2016
1033,Opel Astra,128565,1,Benzyna,Automatyczna,2025
1034,Opel Astra 1.4 EcoFLEX Cosmo,19300,215992,Benzyna+LPG,Manualna,2012
1035,Opel Astra IV GTC OPC,55999,137000,Benzyna,Manualna,2012
1036,Opel Astra IV 1.4 T Active,35500,89300,Benzyna+LPG,Manualna,2017
1037,Opel Astra,18900,224450,Benzyna,Manualna,2012
1038,Opel Astra,6500,263000,Benzyna,Manualna,2005
1039,Opel Astra III GTC 2.0 T OPC,26999,235000,Benzyna,Manualna,2006
1040,Opel Astra 1.6 D (CDTI) Sports Tourer Dynamic,35000,185315,Diesel,Manualna,2017
1041,Opel Astra 1.4 Turbo Sports Tourer ENERGY,28500,171300,Benzyna,Manualna,2014
1042,Opel Astra 1.4 Turbo Start/Stop Automatik Sports Tourer Edition,27600,248000,Benzyna,Automatyczna,2014
1043,Opel Astra V 1.5 CDTI Edition S&S,36900,122406,Diesel,Manualna,2021
1044,Opel Astra,112990,5,Diesel,Automatyczna,2025
1045,Opel Astra V 1.2 T Elegance S&S,56850,67665,Benzyna,Manualna,2021
1046,Opel Astra VI 1.2 T Elegance S&S,58850,63382,Benzyna,Manualna,2022
1047,Opel Astra 1.4 Turbo Exklusiv,16900,167000,Benzyna+LPG,Manualna,2010
1048,Opel Astra,6900,230000,Benzyna+LPG,Manualna,2009
1049,Opel Astra III GTC 1.7 CDTI Cosmo,8999,198000,Diesel,Manualna,2007
1050,Opel Astra 1.7 CDTI Caravan DPF (119g) Innovation,6400,292000,Diesel,Manualna,2007
1051,Opel Astra,36900,121000,Diesel,Manualna,2020
1052,Opel Astra,42500,105000,Diesel,Manualna,2019
1053,Opel Astra III 1.3 CDTI 111,6000,207000,Diesel,Manualna,2007
1054,Opel Astra,55899,60000,Benzyna,Manualna,2022
1055,Opel Astra V 1.4 T Enjoy,47500,71000,Benzyna,Manualna,2016
1056,Opel Astra IV 1.4 T Enjoy,22900,131200,Benzyna,Manualna,2011
1057,Opel Astra 1.0 Turbo Start/Stop Innovation,34900,103000,Benzyna,Manualna,2016
1058,Opel Astra,42900,157000,Benzyna,Manualna,2016
1059,Opel Astra V 1.6 CDTI Enjoy,20000,180000,Diesel,Manualna,2016
1060,Opel Astra VI 1.2 T Elegance S&S,77000,65000,Benzyna,Automatyczna,2022
1061,Opel Astra 1.0 Turbo Start/Stop Innovation,32900,116000,Benzyna,Manualna,2016
1062,Opel Astra 1.6 Turbo Start/Stop Innovation,52000,70000,Benzyna,Manualna,2016
1063,Opel Astra 1.7 CDTI DPF ecoFLEX Sports TourerStart/Stop Design Edition,20900,193570,Diesel,Manualna,2013
1064,Opel Astra III 1.6 Enjoy,10500,213000,Benzyna+LPG,Manualna,2004
1065,Opel Astra V 1.4 T Elite,34999,261504,Benzyna+LPG,Manualna,2016
1066,Opel Astra IV 1.6 CDTI Sport,26900,180000,Diesel,Manualna,2016
1067,Opel Astra 1.4 Turbo Sports Tourer Innovation,36900,120000,Benzyna,Manualna,2018
1068,Opel Astra VI 1.5 CDTI GS S&S,104900,19900,Diesel,Automatyczna,2024
1069,Opel Astra,112900,28471,Hybryda,Automatyczna,2024
1070,Opel Astra 1.4 Turbo 150 Jahre,19900,160000,Benzyna,Manualna,2012
1071,Opel Astra V 1.6 CDTI Enjoy,31900,254000,Diesel,Manualna,2017
1072,Opel Astra 1.4 Turbo Sport,20000,221000,Benzyna,Manualna,2011
1073,Opel Astra,24900,187500,Diesel,Manualna,2014
1074,Opel Astra,8000,171731,Benzyna,Manualna,2000
1075,Opel Astra 1.6,14500,164000,Benzyna,Manualna,2009
1076,Opel Astra IV 1.4 T EU6,39900,74258,Benzyna,Manualna,2017
1077,Opel Astra 1.6 Active,11600,257000,Benzyna,Manualna,2009
1078,Opel Astra 1.6 D (CDTI) Edition,31999,187192,Diesel,Manualna,2019
1079,Opel Astra IV 1.4 T Sport,22500,217000,Benzyna,Automatyczna,2011
1080,Opel Astra V 1.4 T Elite S&S,42900,150700,Benzyna,Manualna,2016
1081,Opel Astra,34800,103408,Benzyna,Manualna,2016
1082,Opel Astra IV GTC 2.0 CDTI Sport S&S,25900,198750,Diesel,Manualna,2011
1083,Opel Astra IV GTC 1.4 T Active,35900,145000,Benzyna,Manualna,2014
1084,Opel Astra 1.7 CDTI DPF,7900,286000,Diesel,Manualna,2010
1085,Opel Astra 1.7 CDTI DPF Active,22900,226000,Diesel,Manualna,2013
1086,Opel Astra V 1.6 CDTI Dynamic,28900,188000,Diesel,Manualna,2017
1087,Opel Astra V 1.2 T GS Line S&S,42800,112975,Benzyna,Manualna,2020
1088,Opel Astra VI 1.2 T Elegance S&S,44850,143037,Benzyna,Manualna,2021
1089,Opel Astra 1.4 Turbo Style,31900,92113,Benzyna,Manualna,2015
1090,Opel Astra 1.4 Turbo Cosmo,25399,156173,Benzyna,Manualna,2011
1091,Opel Astra V 1.6 T Elite S&S,43500,149000,Benzyna,Manualna,2017
1092,Opel Astra V 1.4 T GPF Elite S&S,44800,172076,Benzyna,Automatyczna,2018
1093,Opel Astra V 1.6 CDTI Enjoy,33900,126960,Diesel,Manualna,2018
1094,Opel Astra 1.6 D (CDTI) Start/Stop Sports Tourer Dynamic,31500,104562,Diesel,Manualna,2015
1095,Opel Astra II 1.7 TD,2500,271000,Diesel,Manualna,2002
1096,Opel Astra IV 1.6 CDTI Cosmo,28900,146357,Diesel,Manualna,2014
1097,Opel Astra II 1.6 GL / Start,3500,294000,Benzyna+LPG,Manualna,2003
1098,Opel Astra 1.4 Turbo Start/Stop Automatik 120 Jahre,44900,151600,Benzyna,Automatyczna,2019
1099,Opel Astra 1.4 Turbo Exklusiv,16900,200000,Benzyna,Manualna,2011
1100,Opel Astra III 1.6 Cosmo,11900,161000,Benzyna+LPG,Manualna,2010
1101,Opel Astra 1.7 CDTI Caravan DPF Sport,15500,232000,Diesel,Manualna,2011
1102,Opel Astra 1.4 Turbo Start/Stop Sports Tourer Innovation,49999,130000,Benzyna,Manualna,2019
1103,Opel Astra,41850,157035,Diesel,Manualna,2018
1104,Opel Astra IV 1.4 T Business EU6,36800,137000,Benzyna+LPG,Manualna,2019
1105,Opel Astra 1.5 D Start/Stop Sports Tourer Business Elegance,44000,127000,Diesel,Manualna,2021
1106,Opel Astra IV GTC 1.6 T SIDI Sport S&S EU6,23900,111755,Benzyna,Manualna,2016
1107,Opel Astra IV 1.4 Active EU6,24900,117500,Benzyna,Manualna,2015
1108,Opel Astra,23000,248989,Benzyna+LPG,Manualna,2014
1109,Opel Astra V 1.4 Essentia,47100,86102,Benzyna,Manualna,2016
1110,Opel Astra IV 1.4 T Active EU6,32900,194000,Benzyna+LPG,Manualna,2018
1111,Opel Astra IV GTC OPC,39900,280000,Benzyna,Manualna,2013
1112,Opel Astra 1.7 CDTI DPF ecoFLEX Sports TourerStart/Stop 105g Edition,23500,258000,Diesel,Manualna,2012
1113,Opel Astra IV 1.4 T Active,15300,324000,Benzyna+LPG,Manualna,2015
1114,Opel Astra III 1.7 CDTI Elegance,2700,305000,Diesel,Manualna,2006
1115,Opel Astra 1.4 Turbo Edition,20500,206000,Benzyna,Manualna,2011
1116,Opel Astra,19900,197921,Diesel,Manualna,2012
1117,Opel Astra 1.4 Turbo Color Edition,29999,169000,Benzyna,Manualna,2014
1118,Opel Astra,59700,121798,Benzyna,Automatyczna,2022
1119,Opel Astra V 1.4 T Edition S&S,67100,66267,Benzyna,Automatyczna,2021
1120,Opel Astra 1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop Edition,27060,214000,Diesel,Manualna,2016
1121,Opel Astra 1.6 CDTI Active,44900,175000,Diesel,Manualna,2017
1122,Opel Astra,49900,105884,Benzyna,Manualna,2018
1123,Opel Astra IV GTC 2.0 CDTI Sport,29999,231084,Diesel,Automatyczna,2011
1124,Opel Astra Twin Top 1.9 CDTI Cosmo,14500,134000,Diesel,Manualna,2007
1125,Opel Astra,33900,188332,Diesel,Manualna,2016
1126,Opel Astra V 1.5 CDTI Edition S&S,33300,135764,Diesel,Manualna,2021
1127,Opel Astra V 1.2 T Elegance S&S,54900,73000,Benzyna,Manualna,2021
1128,Opel Astra,41500,148467,Diesel,Manualna,2018
1129,Opel Astra,27000,186672,Benzyna+LPG,Manualna,2013
1130,Opel Astra,26800,123000,Benzyna,Manualna,2012
1131,Opel Astra V 1.5 CDTI Edition S&S,37500,155000,Diesel,Manualna,2021
1132,Opel Astra 1.4 Turbo Start/Stop Automatik Innovation,54900,51500,Benzyna,Automatyczna,2019
1133,Opel Astra,39500,99000,Benzyna,Manualna,2017
1134,Opel Astra 1.5 D Automatik Edition,17900,37291,Diesel,Automatyczna,2023
1135,Opel Astra V 1.4 T Dynamic,42500,106000,Benzyna,Manualna,2018
1136,Opel Astra 1.6 CDTI Sports Tourer Active,37500,190564,Diesel,Manualna,2019
1137,Opel Astra 1.6 BiTrb D (CDTI) Start/Stop Sports Tourer Dynamic,33000,194441,Diesel,Manualna,2016
1138,Opel Astra V 1.6 CDTI Enjoy,35900,199900,Diesel,Manualna,2019
1139,Opel Astra III 1.4 Elegance,9500,266498,Benzyna+LPG,Manualna,2006
1140,Opel Astra III GTC 1.9 CDTI Enjoy,7300,251000,Diesel,Manualna,2005
1141,Opel Astra IV 1.4 T Enjoy,32500,206000,Benzyna+LPG,Manualna,2015
1142,Opel Astra 1.4 Turbo Cosmo,16100,168500,Benzyna,Manualna,2012
1143,Opel Astra 1.6 BiTurbo CDTI Start/Stop Sports Tourer Active,37000,261000,Diesel,Manualna,2017
1144,Opel Astra,48800,71100,Benzyna,Manualna,2017
1145,Opel Astra III 1.6 111,9950,230000,Benzyna,Manualna,2009
1146,Opel Astra,28500,138000,Diesel,Manualna,2014
1147,Opel Astra 1.4 EcoFLEX Edition,16900,159000,Benzyna,Manualna,2010
1148,Opel Astra 1.6 D (CDTI) Start/Stop Dynamic,50000,57000,Diesel,Manualna,2019
1149,Opel Astra IV 1.4 T Active EU6,26500,240000,Benzyna+LPG,Manualna,2016
1150,Opel Astra,7800,294878,Diesel,Manualna,2007
1151,Opel Astra 1.4 Turbo Innovation,19950,98000,Benzyna,Manualna,2010
1152,Opel Astra,16000,300700,Benzyna+LPG,Manualna,2012
1153,Opel Astra,21000,251000,Benzyna+LPG,Manualna,2012
1154,Opel Astra IV 1.6 T Cosmo,23500,235670,Benzyna,Manualna,2009
1155,Opel Astra IV 1.4 T Active,34000,120700,Benzyna+LPG,Manualna,2017
1156,Opel Astra IV 1.7 CDTI Cosmo,18000,227861,Diesel,Manualna,2012
1157,Opel Astra IV 1.6 Edition,20500,258000,Benzyna,Manualna,2010
1158,Opel Astra GTC 1.6 Turbo Innovation,29900,210000,Benzyna,Manualna,2012
1159,Opel Astra 1.4,8999,190000,Benzyna,Manualna,2009
1160,Opel Astra V 1.6 CDTI Enjoy S&S,28000,230000,Diesel,Manualna,2018
1161,Opel Astra GTC 1.8 Sport,8500,250000,Benzyna,Manualna,2005
1162,Opel Astra IV 1.4 Cosmo,18999,202270,Benzyna,Manualna,2012
1163,Opel Astra IV 1.6 T Sport,28000,192797,Benzyna+LPG,Manualna,2010
1164,Opel Astra IV 1.4 T EU6,28000,215500,Benzyna+LPG,Manualna,2017
1165,Opel Astra IV 1.4 T Sport,31000,146797,Benzyna+LPG,Manualna,2015
1166,Opel Astra,16500,180000,Benzyna+LPG,Manualna,2012
1167,Opel Astra V 1.4 T Dynamic,47000,106500,Benzyna,Manualna,2017
1168,Opel Astra 1.4 Turbo Sports Tourer 120 Jahre,35500,139800,Benzyna,Manualna,2016
1169,Opel Astra IV GTC 1.6 T Active,35990,198516,Benzyna,Manualna,2012
1170,Opel Astra 1.7 CDTI DPF Active,13900,296000,Diesel,Manualna,2012
1171,Opel Astra 1.6,8200,263000,Benzyna+LPG,Manualna,2006
1172,Opel Astra II Cabrio 1.6,3500,340000,Benzyna+LPG,Manualna,2006
1173,Opel Astra GTC 1.4 Turbo,31500,189223,Benzyna+LPG,Manualna,2015
1174,Opel Astra 1.6 BiTurbo D Start/Stop Sports Tourer Ultimate,39800,151300,Diesel,Manualna,2017
1175,Opel Astra 1.6,9999,232917,Benzyna,Manualna,2008
1176,Opel Astra V 1.4 T Enjoy,36900,216000,Benzyna,Manualna,2016
1177,Opel Astra,32000,194000,Benzyna+LPG,Manualna,2016
1178,Opel Astra V 1.2 T Edition S&S,88000,5,Benzyna,Manualna,2023
1179,Opel Astra 2.0 CDTI DPF Sports Tourer Edition,14000,270000,Diesel,Manualna,2011
1180,Opel Astra IV 1.6 T Sport,17000,217745,Benzyna,Manualna,2010
1181,Opel Astra,22500,248000,Benzyna,Manualna,2013
1182,Opel Astra V 1.5 CDTI 2020 S&S,33900,226000,Diesel,Manualna,2020
1183,Opel Astra III GTC 1.7 CDTI Sport,9900,227000,Diesel,Manualna,2009
1184,Opel Astra V 1.2 T Edition S&S,74900,21000,Benzyna,Manualna,2023
1185,Opel Astra GTC 1.4 Turbo,29500,134000,Benzyna,Manualna,2012
1186,Opel Astra IV 1.6 CDTI Enjoy,16900,274000,Diesel,Manualna,2015
1187,Opel Astra V 1.6 CDTI Elite,23999,279131,Diesel,Manualna,2016
1188,Opel Astra III GTC 1.4 Cosmo,11999,187700,Benzyna,Manualna,2007
1189,Opel Astra 1.4 Turbo 150 Jahre,29900,113000,Benzyna,Manualna,2012
1190,Opel Astra VI 1.2 T Business Edition S&S,65900,36670,Benzyna,Manualna,2024
1191,Opel Astra,22500,231000,Diesel,Manualna,2015
1192,Opel Astra 1.7 CDTI DPF Color Edition,18900,218000,Diesel,Manualna,2013
1193,Opel Astra V 1.4 T Enjoy,49900,62000,Benzyna,Manualna,2019
1194,Opel Astra 1.4 Turbo Cosmo,20700,202000,Benzyna,Manualna,2010
1195,Opel Astra IV 1.4 T Essentia EU6,23000,180000,Benzyna,Manualna,2016
1196,Opel Astra III 1.7 CDTI Edition,18900,221320,Diesel,Manualna,2011
1197,Opel Astra 1.6 Active,23900,167581,Benzyna,Manualna,2010
1198,Opel Astra GTC 1.6 Turbo Edition,29500,172470,Benzyna,Manualna,2011
1199,Opel Astra IV 1.4 T Enjoy,22900,134000,Benzyna,Manualna,2012
1200,Opel Astra 1.4 Turbo Sport,30990,200000,Benzyna,Manualna,2015
1201,Opel Astra IV 1.4 T Cosmo,34900,121000,Benzyna,Manualna,2015
1202,Opel Astra 1.6 Cosmo,12500,232789,Benzyna+LPG,Manualna,2008
1203,Opel Astra,41900,100000,Benzyna,Manualna,2017
1204,Opel Astra VI 1.2 T Elegance S&S,80000,10931,Benzyna,Automatyczna,2022
1205,Opel Astra 1.4 Turbo Active,29900,88000,Benzyna,Manualna,2015
1206,Opel Astra,16900,150000,Benzyna,Manualna,2008
1207,Opel Astra,21900,146071,Benzyna,Manualna,2010
1208,Opel Astra 1.4 Turbo Active,19900,219000,Benzyna,Manualna,2014
1209,Opel Astra IV 1.7 CDTI Enjoy,19600,286000,Diesel,Manualna,2013
1210,Opel Astra V 1.4 T Enjoy S&S,45900,105500,Benzyna,Automatyczna,2018
1211,Opel Astra,7500,250000,Benzyna+LPG,Manualna,2004
1212,Opel Astra V 1.4 T Dynamic,58000,27692,Benzyna,Manualna,2018
1213,Opel Astra V 1.6 CDTI Enjoy,20000,152408,Diesel,Manualna,2019
1214,Opel Astra 1.7 CDTI,7800,273000,Diesel,Manualna,2007
1215,Opel Astra,19900,178000,Benzyna,Manualna,2012
1216,Opel Astra 1.6,8000,294000,Benzyna+LPG,Manualna,2008
1217,Opel Astra 1.6 D (CDTI) Sports Tourer Edition,32500,197937,Diesel,Manualna,2016
1218,Opel Astra 1.6 Enjoy,2950,360000,Benzyna,Manualna,2006
1219,Opel Astra 1.4 Turbo Active,11900,241081,Benzyna,Manualna,2011
1220,Opel Astra 1.4 Turbo Sports Tourer Design Edition,19999,200000,Benzyna,Manualna,2011
1221,Opel Astra 1.4 Cosmo,6000,182000,Benzyna,Manualna,2009
1222,Opel Astra 1.8 Sport,6900,266500,Benzyna,Manualna,2005
1223,Opel Astra GTC 1.4 Turbo ecoFLEX Start/Stop,26800,159345,Benzyna,Manualna,2012
1224,Opel Astra V 1.4 T Dynamic,44900,143900,Benzyna,Manualna,2018
1225,Opel Astra 1.4 Turbo Cosmo,22900,248759,Benzyna+LPG,Manualna,2014
1226,Opel Astra,29500,154000,Benzyna,Manualna,2015
1227,Opel Astra V 1.5 CDTI 2020 S&S,38000,86000,Diesel,Manualna,2020
1228,Opel Astra II 1.4 Start,12300,72000,Benzyna,Manualna,2008
1229,Opel Astra 2.0 CDTI DPF Sports Tourer,19500,195000,Diesel,Manualna,2011
1230,Opel Astra 1.4 Turbo Innovation,37500,180000,Benzyna,Manualna,2018
1231,Opel Astra,36900,192000,Benzyna,Manualna,2017
1232,Opel Astra,9500,279000,Diesel,Manualna,2006
1233,Opel Astra Twin Top 1.8 Cosmo,14000,200000,Benzyna,Manualna,2007
1234,Opel Astra 1.4 Turbo Active,46900,122000,Benzyna,Manualna,2017
1235,Opel Astra 1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop ENERGY,10400,204300,Diesel,Manualna,2014
1236,Opel Astra,28000,199393,Benzyna+LPG,Manualna,2015
1237,Opel Astra,24000,199363,Diesel,Manualna,2013
1238,Opel Astra IV GTC 1.6 T Sport,38900,145000,Benzyna,Manualna,2012
1239,Opel Astra 1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop ENERGY,24900,173000,Diesel,Manualna,2014
1240,Opel Astra IV 2.0 CDTI Cosmo,14999,260000,Diesel,Automatyczna,2011
1241,Opel Astra III 1.6,10800,174000,Benzyna,Manualna,2011
1242,Opel Astra 1.4 EcoFLEX Edition,22900,190436,Benzyna,Manualna,2012
1243,Opel Astra GTC 1.6,14900,197515,Benzyna,Manualna,2009
1244,Opel Astra 1.6 CDTI Start/Stop Sports Tourer Active,33900,214760,Diesel,Manualna,2017
1245,Opel Astra GTC 1.6 Turbo Edition,12900,199000,Benzyna,Manualna,2009
1246,Opel Astra,14900,236009,Benzyna,Manualna,2009
1247,Opel Astra V 1.6 CDTI Dynamic,47700,69000,Diesel,Manualna,2019
1248,Opel Astra,50900,129181,Benzyna,Manualna,2019
1249,Opel Astra 1.6 Active,19900,196098,Benzyna,Manualna,2010
1250,Opel Astra 1.7 CDTI DPF Cosmo,17700,224000,Diesel,Manualna,2011
1251,Opel Astra III GTC 1.7 CDTI Essentia,11900,198000,Diesel,Manualna,2008
1252,Opel Astra 1.4 Turbo Cosmo,24900,190000,Benzyna,Manualna,2013
1253,Opel Astra,25700,130000,Benzyna,Manualna,2010
1254,Opel Astra 1.6 D Start/Stop Business,24800,85000,Diesel,Manualna,2019
1255,Opel Astra 1.6 D (CDTI) Start/Stop Sports Tourer Business,44900,110000,Diesel,Manualna,2019
1256,Opel Astra 1.6 D Start/Stop Automatik Sports Tourer Edition,39800,195000,Diesel,Automatyczna,2016
1257,Opel Astra IV 1.4 T Sport EU6,16000,298000,Benzyna,Manualna,2012
1258,Opel Astra 1.4 Turbo ecoFLEX Start/Stop Innovation,28900,196000,Benzyna,Manualna,2011
1259,Opel Astra,24500,269000,Benzyna,Manualna,2015
1260,Opel Astra 1.4 Caravan Enjoy,8200,295000,Benzyna+LPG,Manualna,2006
1261,Opel Astra GTC 1.6 Turbo Sport,7900,231600,Benzyna,Manualna,2009
1262,Opel Astra III 1.7 CDTI Enjoy,9450,243000,Diesel,Manualna,2009
1263,Opel Astra IV 1.4 T Essentia,16500,326534,Benzyna,Manualna,2011
1264,Opel Astra,14499,230000,Benzyna,Manualna,2010
1265,Opel Astra,25000,166140,Benzyna,Automatyczna,2015
1266,Opel Astra,24000,236858,Diesel,Manualna,2013
1267,Opel Astra V 1.4 T Dynamic,43500,110000,Benzyna,Manualna,2016
1268,Opel Astra 1.4,11990,156841,Benzyna,Manualna,2007
1269,Opel Astra III 1.6 Enjoy,9300,245000,Benzyna,Manualna,2007
1270,Opel Astra V 1.5 CDTI Ultimate,44500,190000,Diesel,Automatyczna,2021
1271,Opel Astra,53900,77000,Diesel,Manualna,2020
1272,Opel Astra,49000,43520,Benzyna,Manualna,2017
1273,Opel Astra 1.6 Caravan,4500,170000,Benzyna,Manualna,2006
1274,Opel Astra,8200,229047,Benzyna,Manualna,2007
1275,Opel Astra 1.4 Selection 110 Jahre,12999,168000,Benzyna,Manualna,2009
1276,Opel Astra GTC 1.4,10000,228000,Benzyna,Manualna,2009
1277,Opel Astra 1.4 Turbo Sports Tourer 120 Jahre,51700,42000,Benzyna,Manualna,2019
1278,Opel Astra III 1.7 CDTI ecoFLEX,9900,268000,Diesel,Manualna,2009
1279,Opel Astra 1.4 Turbo Color Edition,30900,96000,Benzyna,Manualna,2012
1280,Opel Astra IV 1.4 T Essentia,22000,190227,Benzyna+LPG,Manualna,2012
1281,Opel Astra 1.4 Turbo Sports Tourer,28900,215000,Benzyna+LPG,Manualna,2014
1282,Opel Astra V 1.4 Essentia,29800,229000,Benzyna,Manualna,2016
1283,Opel Astra 2.0 CDTI DPF Active,17900,223000,Diesel,Manualna,2013
1284,Opel Astra,29800,230000,Diesel,Manualna,2016
1285,Opel Astra III 1.3 CDTI Enjoy,7800,239000,Diesel,Manualna,2009
1286,Opel Astra IV 1.4 T Enjoy,23700,176000,Benzyna,Manualna,2012
1287,Opel Astra 1.6 D (CDTI) Automatik Innovation,23500,218500,Diesel,Automatyczna,2016
1288,Opel Astra V 1.6 T Dynamic S&S,69000,142000,Benzyna,Manualna,2018
1289,Opel Astra IV GTC 2.0 CDTI Sport S&S,22900,240156,Diesel,Manualna,2012
1290,Opel Astra TwinTop 1.9 CDTI Cosmo,17900,191000,Diesel,Manualna,2009
1291,Opel Astra 1.8 Automatik Sport,6499,276170,Benzyna,Automatyczna,2005
1292,Opel Astra V 1.4 T Enjoy,38500,156000,Benzyna,Manualna,2016
1293,Opel Astra IV 1.4 T Cosmo,21050,289000,Benzyna,Manualna,2010
1294,Opel Astra IV GTC 1.4 T Active,44000,61350,Benzyna,Manualna,2014
1295,Opel Astra,8500,116105,Benzyna,Manualna,2008
1296,Opel Astra 1.4 Turbo Edition,19900,203000,Benzyna,Manualna,2010
1297,Opel Astra 1.7 CDTI DPF Sports Tourer,14900,236500,Diesel,Manualna,2011
1298,Opel Astra 1.6,4000,381169,Benzyna+LPG,Manualna,2006
1299,Opel Astra 1.4 Turbo Active,39500,188654,Benzyna,Manualna,2017
1300,Opel Astra V 1.2 T Elegance S&S,36000,131200,Benzyna,Manualna,2021
1301,Opel Astra IV 1.6 Enjoy,18000,191459,Benzyna+LPG,Manualna,2014
1302,Opel Astra,11999,156500,Benzyna,Manualna,2009
1303,Opel Astra TwinTop 1.9 CDTI Cosmo,13500,258408,Diesel,Manualna,2007
1304,Opel Astra 2.0 CDTI DPF Cosmo,9500,290000,Diesel,Manualna,2010
1305,Opel Astra GTC 1.6 Cosmo,10900,219587,Benzyna+LPG,Manualna,2006
1306,Opel Astra,4999,333000,Diesel,Manualna,2006
1307,Opel Astra 1.4 Turbo Active,16900,280000,Benzyna+LPG,Manualna,2011
1308,Opel Astra 1.7 CDTI Caravan DPF Cosmo,16500,210000,Diesel,Manualna,2010
1309,Opel Astra 1.4 Turbo Dynamic,45000,138379,Benzyna,Manualna,2017
1310,Opel Astra,6600,210400,Benzyna,Manualna,2007
1311,Opel Astra 1.7 CDTI Caravan DPF Edition 111 Jahre,8900,246000,Diesel,Manualna,2010
1312,Opel Astra GTC 2.0 CDTI ecoFLEX Start/Stop,35000,167000,Diesel,Manualna,2012
1313,Opel Astra 1.4 Turbo Exklusiv,22800,190000,Benzyna,Manualna,2011
1314,Opel Astra III GTC 2.0 T Sport,13800,250000,Benzyna,Manualna,2006
1315,Opel Astra V 1.6 CDTI Dynamic S&S,54900,108541,Diesel,Manualna,2019
1316,Opel Astra,19800,274400,Diesel,Manualna,2013
1317,Opel Astra,5900,282000,Diesel,Manualna,2006
1318,Opel Astra III 1.9 CDTI Essentia,6500,277000,Diesel,Manualna,2005
1319,Opel Astra GTC 1.4 Turbo,25900,190000,Benzyna,Manualna,2012
1320,Opel Astra,29900,98835,Benzyna,Manualna,2015
1321,Opel Astra 1.4 Turbo Innovation,32900,169400,Benzyna,Manualna,2016
1322,Opel Astra,16500,209000,Benzyna+LPG,Manualna,2007
